frame	ecc	ep	mass	particle	signal	size	x	y	z
92	0.0431171877368	0.0211249901694	8484.66056118	150.0	127.957901243	355420	576.012186306	399.091453664	92
93	0.105111978731	0.0222301223656	8317.39398909	150.0	144.850017438	355420	576.672624146	399.771976602	93
94	0.160478375797	0.0268497660385	5941.63198248	150.0	147.334933293	355420	580.440569896	396.633756242	94
95	0.140942307967	0.0290091145971	5348.53955067	150.0	138.911466212	355420	581.05203043	393.690263291	95
96	0.164044584932	0.0265831049673	5765.33604341	150.0	138.809496484	355420	581.256180358	393.52856274	96
97	0.247132103536	0.0294397702669	5746.68472644	150.0	144.420229789	355420	581.265753727	392.452226317	97
99	0.107839290928	0.0328280630732	5789.46654061	150.0	148.746547863	355420	581.123442587	389.997270145	99
100	0.0615907893128	0.028533003116	6659.50324174	150.0	146.763461318	355420	580.553024305	389.828318808	100
102	0.0702470675822	0.0283863954684	6170.59789477	150.0	137.736560151	355420	581.706945003	389.88072403	102
111	0.169734104694	0.0349266746236	6715.80250563	150.0	166.863625396	355420	586.055682487	386.52158649	111
112	0.102994574701	0.0354239312517	5859.924783	150.0	151.318701051	355420	586.08914759	385.953882487	112
53	0.275066853484	0.0257456546199	6535.16667383	151.0	144.855252711	355420	583.953968803	505.994007287	53
54	0.250224926496	0.0255399125642	6432.13521974	151.0	155.122541475	355420	583.726815152	506.742029336	54
55	0.301676060219	0.0250215381018	6846.09586957	151.0	158.399865217	355420	585.79374673	506.614482994	55
57	0.23195379889	0.0230404871377	7011.59722469	151.0	145.925733864	355420	586.744343828	506.328934034	57
58	0.330741334672	0.0256768586446	6187.36423685	151.0	157.805534068	355420	587.61790016	505.676062043	58
59	0.27713724594	0.0235384745298	6065.24737639	151.0	136.414104693	355420	589.439171671	506.321176615	59
60	0.06573956604	0.0261022261941	5469.00766435	151.0	131.140418609	355420	588.938045526	506.655872896	60
61	0.176783127525	0.026305786605	5133.22282638	151.0	126.306990356	355420	590.15914617	505.80049884	61
62	0.215798443259	0.0244762266778	5989.44301786	151.0	133.255620406	355420	591.756227863	504.531132024	62
63	0.208094892552	0.0249634786712	6254.78620207	151.0	138.738326109	355420	591.866305369	502.520628885	63
64	0.0814336081371	0.0255569343433	6321.17714294	151.0	137.070852988	355420	593.530804706	500.873467598	64
65	0.0180516467728	0.0257839097411	6785.31713599	151.0	153.918495207	355420	593.828011816	499.017528391	65
66	0.0276770365067	0.0237201082257	7559.28924106	151.0	154.398705868	355420	595.641772707	497.844286315	66
67	0.0654757330135	0.0241199818856	7480.58771647	151.0	155.306319373	355420	597.382134946	496.868818429	67
68	0.0417765641212	0.024837716471	7362.53147809	151.0	156.574743501	355420	597.996757404	496.50671903	68
69	0.0346550456816	0.0245026479447	7377.48285125	151.0	154.096477798	355420	599.161240119	496.490354664	69
70	0.14620836859	0.0234477432274	7060.32827365	151.0	141.49496285	355420	600.577699447	496.961588052	70
71	0.147779709215	0.0226068455406	6979.71472973	151.0	135.46826762	355420	601.714117378	496.737561768	71
72	0.101867321741	0.0227708783336	6686.88175752	151.0	148.161021322	355420	602.284182912	495.475437182	72
75	0.121543634285	0.0223664010692	7056.01808382	151.0	141.639987667	355420	604.418352504	493.463650268	75
76	0.136200861427	0.021542668115	7959.50515839	151.0	155.78292115	355420	604.599334494	492.41540499	76
77	0.0563834031157	0.0212170750402	7524.73001156	151.0	153.273237877	355420	605.568565438	491.266390625	77
78	0.136262852898	0.0223258967424	8000.42098031	151.0	162.762868144	355420	605.449966461	490.547238024	78
79	0.120425876111	0.0208600253877	8486.10474443	151.0	157.461341031	355420	606.69610773	489.458722572	79
80	0.111816372839	0.0208266810903	8562.10759927	151.0	146.640972383	355420	608.809019599	489.386090852	80
81	0.0217110069194	0.0214803788471	8453.97350577	151.0	154.434791601	355420	611.353269035	488.876702461	81
82	0.146652136186	0.0228992229809	8289.9120781	151.0	158.049309693	355420	610.73304523	486.70526749	82
83	0.165903715173	0.0228377836265	7970.76189864	151.0	153.893188276	355420	610.712183737	485.73166166	83
84	0.0931921279884	0.0210614485789	8993.30817758	151.0	147.374435144	355420	611.820891347	484.372081135	84
85	0.00571346121088	0.020059811729	9420.72506804	151.0	145.732009689	355420	613.82676924	484.858625653	85
86	0.0498903597388	0.021092540852	9094.27913495	151.0	145.594744526	355420	614.662607533	483.181281996	86
88	0.19076078959	0.0235908099694	7955.05330664	151.0	153.643773627	355420	614.852317842	479.727266775	88
89	0.0731676797705	0.0222820376761	8529.17520733	151.0	154.258542919	355420	616.519345772	480.439938484	89
90	0.0392038818768	0.0245946848588	7830.97234303	151.0	149.937999178	355420	618.991390758	480.287828832	90
91	0.159555987566	0.0242241909942	8233.22963666	151.0	148.151158702	355420	618.782765961	479.881809648	91
92	0.00796976304892	0.0215578464641	8651.1811176	151.0	148.115652809	355420	620.520407649	480.068857943	92
93	0.0500668602614	0.0219981221298	8163.71165351	151.0	143.08355381	355420	621.487135663	479.401980534	93
94	0.0452907336785	0.0228167002022	8458.60375957	151.0	149.088920594	355420	622.501543366	481.465414284	94
95	0.0271579790597	0.0242144948377	8205.6347396	151.0	159.524135392	355420	623.209755766	479.38338723	95
96	0.0855665670762	0.0226553424297	8583.77234158	151.0	147.43120434	355420	623.785751635	479.467309524	96
97	0.119637239091	0.0233664177347	9124.1688734	151.0	164.798544421	355420	624.276719558	478.690100415	97
98	0.120524949928	0.023300257952	9069.14481073	151.0	156.911720092	355420	625.196977661	478.652001938	98
99	0.110542103714	0.0236256952632	9059.20240297	151.0	161.291437442	355420	627.726172913	478.650635236	99
100	0.118253894031	0.0232706588565	9427.55106975	151.0	159.216118642	355420	628.020276418	478.564153451	100
101	0.0877870728184	0.022524560187	9519.41676605	151.0	156.908699996	355420	628.915692445	478.486962091	101
102	0.0803813506375	0.0226875204086	9641.55921057	151.0	156.397642494	355420	629.100332117	478.472577805	102
103	0.125913333729	0.0248540075464	8865.53422099	151.0	160.857735594	355420	629.902687873	477.693441894	103
104	0.121246179937	0.0251210790128	9024.73463829	151.0	158.757172257	355420	629.173414226	477.815674987	104
105	0.112649093945	0.0245132872068	8760.84691526	151.0	151.15767503	355420	630.141242431	477.581694048	105
106	0.0960899839016	0.0242724953452	9257.81348871	151.0	158.049462516	355420	630.047824586	477.52475552	106
107	0.0895487523455	0.0242850300214	9325.63562908	151.0	157.390984123	355420	630.044956716	477.516867158	107
108	0.094946097204	0.0251617138109	8759.2972857	151.0	154.125239354	355420	629.134453627	477.678144464	108
109	0.0936451069941	0.0249291759802	9376.44785712	151.0	159.642306789	355420	630.137008169	477.499796851	109
110	0.0970282445734	0.0252378250491	8709.08244309	151.0	155.693093955	355420	631.068192116	477.576485141	110
111	0.0968142668176	0.0266933479389	8830.93648249	151.0	158.612127437	355420	630.080390039	477.792805544	111
112	0.0819758308959	0.0251215768904	9343.71362036	151.0	155.64209251	355420	630.117558087	477.478193872	112
113	0.0983691385307	0.0257714382042	8833.79535002	151.0	153.267742666	355420	629.26808638	477.546043946	113
114	0.095007116062	0.0268956033122	9091.67616637	151.0	166.029012918	355420	630.190799209	477.633063982	114
54	0.100153616647	0.0211491007039	7551.53301903	152.0	142.545038112	355420	563.603885151	479.312635316	54
55	0.103247776845	0.0215482800844	7580.82066812	152.0	144.976147826	355420	565.621139558	475.40081577	55
59	0.0716108436578	0.0219923711224	8000.94625437	152.0	145.047908788	355420	561.553442391	479.46481759	59
60	0.0537007127015	0.0205646443839	8633.56162789	152.0	142.89783545	355420	562.473260323	480.192183892	60
61	0.051937486327	0.0226887916065	6989.57979028	152.0	141.428249765	355420	561.704500572	476.570104759	61
62	0.0361310450502	0.0239001717978	5828.83028333	152.0	124.430744883	355420	561.563463142	473.604559954	62
63	0.11220900758	0.0278968194679	5666.92701259	152.0	146.742460307	355420	560.332123796	470.978580263	63
65	0.052065590318	0.026046309692	6134.619785	152.0	145.623486483	355420	560.590098335	464.568859638	65
66	0.0642241160136	0.0243552173974	6625.7571813	152.0	143.688969045	355420	560.45332583	461.708506351	66
68	0.0489554648705	0.0224996096119	6814.51987584	152.0	134.583908739	355420	560.872635466	456.816066079	68
69	0.0394595639521	0.0232881882167	6179.35994104	152.0	125.830259977	355420	561.033046029	453.969093354	69
78	0.204248506209	0.0229126821864	6162.63145264	152.0	129.673713631	355420	564.268284093	452.735030562	78
79	0.222078155823	0.0259495448436	5191.80118264	152.0	125.615227114	355420	564.825322428	451.217250799	79
80	0.212445280377	0.0240795620525	6257.25655099	152.0	135.427250966	355420	565.375583908	451.266028543	80
81	0.15288160227	0.0224659199095	6996.60610457	152.0	134.020997309	355420	564.527132024	450.794368924	81
82	0.238757541885	0.0240016909237	6622.71764557	152.0	143.599087092	355420	564.71078697	449.55032856	82
83	0.204008630063	0.0226316045989	6986.75074772	152.0	136.693361351	355420	564.744869945	449.363618976	83
84	0.2152950313	0.0228201265371	7377.39084164	152.0	140.439167608	355420	565.024303323	448.08818876	84
85	0.209434230018	0.0229541796313	7328.62137067	152.0	142.155764052	355420	566.68845026	448.275143912	85
86	0.225045029303	0.0248409943512	6936.42122379	152.0	150.987142472	355420	566.569141995	446.613577822	86
87	0.241202588096	0.0237941179127	7193.20166259	152.0	146.463765082	355420	566.680823508	446.331861175	87
88	0.230330345921	0.0230106146678	7380.77821833	152.0	137.69168784	355420	566.984500584	444.77227362	88
89	0.293270597341	0.0262253324405	7038.59694404	152.0	152.495588143	355420	567.550845086	445.012478252	89
90	0.359513120541	0.0270917877772	6649.0049577	152.0	148.184338369	355420	567.877962075	444.75452629	90
91	0.303054541523	0.026495496252	6836.63395767	152.0	149.95788015	355420	567.75416636	444.541708128	91
93	0.299685211206	0.027212767041	6472.32273038	152.0	150.14940832	355420	568.501969759	443.840234894	93
94	0.259165688237	0.0250990561743	7761.39380738	152.0	157.858857099	355420	566.718182272	443.20878931	94
95	0.178054227456	0.0238773413969	7342.59124307	152.0	138.911466212	355420	566.510507246	441.300012275	95
96	0.281048548405	0.0259076850901	6862.01728271	152.0	137.947325698	355420	567.872187667	442.617993041	96
98	0.269974393933	0.0271211535618	6555.9127097	152.0	140.162716262	355420	567.795779138	441.531994763	98
99	0.286884218112	0.0262307711187	6569.93788512	152.0	134.409531201	355420	567.719505325	440.966233575	99
101	0.349388012128	0.0297907024197	5405.98150925	152.0	136.970025411	355420	568.453214439	441.057551032	101
102	0.224329033512	0.0248108818912	6808.6291863	152.0	127.961707495	355420	567.036800628	440.588427152	102
103	0.313025631769	0.0270833268489	6160.6764279	152.0	127.637116287	355420	566.993945775	439.722180297	103
104	0.278470726244	0.026217447112	6222.93223561	152.0	129.099238978	355420	566.970814095	439.697511374	104
105	0.32044997271	0.0292473524578	5730.49543014	152.0	129.563721454	355420	568.57504859	439.776780628	105
106	0.165462552702	0.0269609722603	5819.57546057	152.0	122.73114687	355420	566.396534985	438.692451244	106
107	0.2739864263	0.0290639141349	5590.4574137	152.0	128.374769173	355420	566.929062334	438.19658424	107
109	0.17548031724	0.0325991224702	5328.17733757	152.0	139.340972978	355420	567.111891653	437.323958283	109
110	0.199077270364	0.0288078099675	5621.75915956	152.0	130.923738098	355420	567.340089162	437.592413148	110
111	0.231279497415	0.0288129336867	5372.64200451	152.0	124.689302494	355420	566.437438161	436.852919338	111
112	0.270275558496	0.0320083332426	4855.16860802	152.0	128.837065467	355420	566.349433822	436.681155503	112
113	0.195629249745	0.0308216763903	5029.96864567	152.0	125.400880363	355420	566.27178548	436.533013417	113
114	0.236122802309	0.0320069936726	5552.4456779	152.0	139.718404313	355420	566.42741494	436.318196615	114
54	0.0991397738064	0.0295043643934	6966.25986255	154.0	178.600547752	355420	618.15032569	519.420306487	54
55	0.185798337336	0.0305616538286	7155.73628406	154.0	181.667642029	355420	622.994624341	522.648744546	55
56	0.175858840226	0.0284737855659	7520.67751531	154.0	185.728654224	355420	628.167974152	523.164492834	56
57	0.144938484435	0.0295192805871	7767.18814114	154.0	191.583478816	355420	636.114526385	523.617601748	57
58	0.127003473678	0.025193225026	9399.83403752	154.0	197.690449272	355420	641.381159211	522.338738193	58
59	0.103292953051	0.0264546711536	8160.67163012	154.0	183.900027213	355420	643.153926261	523.868553726	59
60	0.129834321462	0.0242246470878	8963.67371611	154.0	178.170085973	355420	645.361381886	524.827733745	60
61	0.0878221680408	0.022798203234	9697.17471031	154.0	187.681513839	355420	647.374588845	522.081256024	61
62	0.138607195682	0.0277607655484	8124.18040701	154.0	186.204873548	355420	651.227930128	520.665990172	62
63	0.31112161099	0.029052824732	6975.15827994	154.0	178.758997102	355420	649.584199435	517.678792403	63
64	0.24568385068	0.0287284951391	7154.21419788	154.0	179.51860101	355420	651.747951715	517.292700242	64
65	0.338117592021	0.0329612595322	6314.34497401	154.0	191.706868281	355420	655.002337576	516.326006464	65
66	0.243668359997	0.0311267876959	6692.69303645	154.0	172.24826724	355420	659.997304486	510.128602115	66
67	0.194856906506	0.0266874883991	8084.85425793	154.0	188.331226366	355420	664.694939357	511.949584827	67
68	0.152536414353	0.02406575273	8674.06486326	154.0	180.324845043	355420	667.617337189	512.732435085	68
69	0.202861415071	0.0281387446773	7625.49611729	154.0	189.657203443	355420	671.835014569	511.045342523	69
70	0.198613481351	0.0375810887753	4818.0386713	154.0	174.840909508	355420	676.762186438	515.549787192	70
71	0.365044402603	0.0421617849563	5155.76289119	154.0	183.280597368	355420	680.429084531	512.351257578	71
72	0.308473650038	0.032599082849	6388.77464232	154.0	182.96993597	355420	682.062267857	512.750356564	72
73	0.258152578529	0.0384094596918	5363.30492833	154.0	181.119672479	355420	683.093709539	507.024644085	73
74	0.312877476879	0.0451980570552	4655.16172337	154.0	187.467614706	355420	686.722662991	512.62453312	74
75	0.258730189236	0.0474145799102	3757.23115213	154.0	170.135606487	355420	687.519242923	510.431471163	75
77	0.214335366319	0.0322250330498	5617.32971798	154.0	154.169572601	355420	684.126327152	507.619388958	77
78	0.192128229967	0.0272024019792	5884.50369444	154.0	147.559743098	355420	688.157939428	505.947206748	78
79	0.145814912616	0.0313856055397	6184.3383997	154.0	162.769026684	355420	693.119567729	503.887886644	79
80	0.156829200636	0.031440891761	6680.79018299	154.0	174.243978949	355420	697.093413356	504.512676412	80
81	0.257096106722	0.0287707903301	6562.59108679	154.0	155.322347875	355420	700.645148963	505.769391118	81
82	0.191652397566	0.025218832835	7923.23767962	154.0	168.886976643	355420	703.465594878	504.586614063	82
83	0.128690408455	0.0294638350965	8045.89798468	154.0	187.387588077	355420	708.003389454	502.355883901	83
84	0.188131094606	0.0277577098019	8697.69239885	154.0	188.986040362	355420	710.619626842	499.80308826	84
85	0.130843734474	0.0247764106881	9628.14731496	154.0	185.9647731	355420	710.754274056	498.471933635	85
86	0.144067312324	0.0246184834593	9009.7982338	154.0	177.949132199	355420	711.51053012	498.594597442	86
87	0.090907668399	0.0333497897711	7809.26487446	154.0	199.556879924	355420	713.995546468	494.756381127	87
88	0.085730794132	0.0297801111773	8457.96380064	154.0	195.622946749	355420	714.262488715	491.709014686	88
89	0.117421087384	0.0262863036351	8399.59803128	154.0	179.821387174	355420	719.531382085	490.585181606	89
90	0.0733160674389	0.0292478587359	8053.68726579	154.0	179.750232933	355420	722.027359155	488.926522064	90
91	0.130802769208	0.0302159657445	8498.81768945	154.0	196.029277063	355420	723.547128897	486.581807415	91
92	0.124942175661	0.0296116134749	7811.56694369	154.0	177.914068167	355420	724.719533552	486.528744711	92
93	0.11091648709	0.0304403575845	9014.26389005	154.0	207.559476206	355420	726.455222824	485.651091055	93
94	0.110526410422	0.0246630997474	11374.6076476	154.0	204.339520578	355420	727.836387928	489.061780745	94
97	0.250295612257	0.0339315979457	5025.46959118	154.0	140.87617507	355420	721.957860661	492.615159866	97
99	0.129237724432	0.0297032441816	6605.78042677	154.0	158.603246818	355420	726.481939481	494.398702168	99
100	0.169708545034	0.0340413530514	5446.25862818	154.0	159.216118642	355420	728.879337778	492.259887604	100
101	0.186369663774	0.0349856240874	5151.98013301	154.0	145.639014361	355420	729.236285253	493.99781068	101
102	0.0604915919984	0.0264855653447	8278.41157656	154.0	166.17249515	355420	731.501794131	495.638655112	102
103	0.0909916629819	0.0262333097516	8781.6084459	154.0	166.103096538	355420	732.380727465	495.7141072	103
104	0.107311109343	0.0252722582748	9768.79984673	154.0	180.564476138	355420	733.498181184	495.167256345	104
105	0.0418362366801	0.0269671304718	8860.71895055	154.0	178.150116999	355420	734.362375179	495.593387508	105
106	0.123267853036	0.0263390574924	8970.85217408	154.0	174.825662448	355420	733.572836413	492.511706277	106
107	0.0753161967701	0.0257318672738	9459.28607369	154.0	166.183776532	355420	735.547924152	495.723223184	107
108	0.105173439789	0.0251356648713	9438.55582561	154.0	177.197879976	355420	735.49588665	493.304424698	108
109	0.0784187450382	0.0279630542341	9113.45330547	154.0	182.712004302	355420	735.794300766	490.61199955	109
110	0.150324508464	0.0281573867695	10194.3591746	154.0	190.193268183	355420	738.41649611	493.920146628	110
111	0.0935327510971	0.0281111984009	9031.72293283	154.0	182.449788208	355420	736.916373974	489.763230744	111
112	0.071049563809	0.0307780513977	8440.9894838	154.0	174.665014928	355420	741.999326944	495.652877048	112
113	0.142675281593	0.0279472222772	9237.86485341	154.0	186.707977429	355420	741.265043005	491.547856416	113
114	0.15318577622	0.0301844139565	8941.97787604	154.0	182.3597355	355420	742.147836999	490.641759647	114
54	0.309582333835	0.0491000902162	5659.87651326	155.0	204.594054702	355420	390.052860938	524.141103107	54
56	0.0880229421203	0.0461260245549	4547.24174002	155.0	183.951346528	355420	383.732346157	528.520113499	56
59	0.208032092973	0.0221491811868	8384.28715617	155.0	147.638050016	355420	383.013278443	526.032576801	59
60	0.201943746708	0.0316667917144	6722.52918292	155.0	181.787752693	355420	381.201863764	525.891678496	60
61	0.110818659817	0.0254476807131	8035.61514703	155.0	185.013056296	355420	379.712901935	527.492104994	61
62	0.0503979372998	0.0264322768616	7901.79354382	155.0	183.557410891	355420	379.804850328	526.508604695	62
63	0.196067386443	0.0237187519474	8456.81245492	155.0	184.984434812	355420	376.619005672	526.747699522	63
64	0.172535742505	0.0251075834207	8557.64286685	155.0	179.51860101	355420	375.304719388	528.436449816	64
65	0.159580798948	0.0228246929742	8051.68846781	155.0	153.918495207	355420	373.201833287	533.03770018	65
66	0.182292235214	0.0242530005784	7751.17202581	155.0	165.108442691	355420	370.206191073	534.224270049	66
67	0.15591592228	0.0227674339904	8056.29217621	155.0	163.339404858	355420	366.77951175	538.128970662	67
68	0.237650818422	0.0243474647999	7940.45061562	155.0	164.491444015	355420	366.053677682	538.999199352	68
69	0.201624735458	0.0239286622009	7708.4711438	155.0	171.420933882	355420	365.828618243	541.152986035	69
70	0.211270188684	0.0232287252897	7600.17211281	155.0	152.309864469	355420	364.553678127	543.934566491	70
71	0.272540736868	0.0263729608659	6177.53008618	155.0	144.322402759	355420	362.504565622	546.004836301	71
72	0.206024059731	0.0242749671537	6403.94775897	155.0	136.558049773	355420	359.105792504	549.079764374	72
73	0.28016693016	0.0265866821484	5977.8502847	155.0	146.878142359	355420	359.765799173	549.031101044	73
74	0.289539692741	0.0270882298243	5228.64219927	155.0	139.748585508	355420	357.052619967	550.791706224	74
75	0.134456715681	0.025773567918	5867.58315772	155.0	136.611349051	355420	356.899698684	550.022642686	75
84	0.320129201703	0.0282874273977	6142.04631176	155.0	149.108252029	355420	352.371219737	548.085436639	84
87	0.268468810986	0.0305161931185	5442.04427132	155.0	161.11014159	355420	343.622196456	550.511550323	87
88	0.284389897196	0.0350321440482	5372.49457616	155.0	169.595859413	355420	341.699897546	551.555070501	88
89	0.338853630782	0.0376722304611	5042.93213737	155.0	162.191839412	355420	338.022129576	553.197545729	89
90	0.284552677476	0.0321850990057	5839.6904943	155.0	167.474607269	355420	334.465219416	552.610613247	90
91	0.383995042009	0.028296266162	5621.61378417	155.0	134.600747845	355420	339.160561778	560.890634758	91
101	0.376351039193	0.041487988982	5805.62189985	155.0	187.250161321	355420	338.370042729	569.520210915	101
54	0.324524215	0.0269287272636	7788.82858248	156.0	177.762047528	355420	541.593653752	526.759961753	54
55	0.171887682562	0.0232197328399	8438.14875218	156.0	169.138839131	355420	541.997498352	525.738451333	55
56	0.164182826414	0.023379008823	7908.13059302	156.0	158.180384937	355420	542.55480365	525.83269142	56
57	0.136806179612	0.0224928558139	8134.24060055	156.0	162.040232082	355420	541.628979159	523.691307982	57
58	0.127233610946	0.0220623471028	8234.50086286	156.0	153.470217198	355420	541.348339909	520.938753606	58
59	0.141020577369	0.0228887692297	7613.28845053	156.0	145.911289197	355420	542.189106209	519.955257448	59
60	0.120248410511	0.0215008363404	7921.78570068	156.0	151.037585571	355420	542.651001847	518.800741436	60
61	0.0855775377665	0.0221171530529	8111.22144407	156.0	157.438995022	355420	543.209108572	516.808489276	61
62	0.108210747813	0.0234983534129	7930.03314549	156.0	152.670346558	355420	543.105713278	515.060515825	62
63	0.123463275352	0.0222016771247	7787.13322697	156.0	162.750728704	355420	542.287574186	513.756062036	63
64	0.104145577409	0.0209853681698	8687.63909517	156.0	152.988758496	355420	542.573770422	513.780692393	64
65	0.121950894439	0.0218102094053	8374.2721404	156.0	152.075159935	355420	542.619630317	513.864131875	65
66	0.118057536075	0.023035969423	8101.91590677	156.0	151.721271662	355420	542.212377664	512.141622831	66
67	0.106094634734	0.0227621541286	8369.58251012	156.0	151.736059158	355420	541.253931331	513.907697114	67
68	0.14314787842	0.0230949487133	7892.95041254	156.0	157.454376891	355420	541.248852238	513.734421449	68
69	0.0486576754438	0.0217925191487	8166.2015098	156.0	155.008291276	355420	541.524552387	513.438960191	69
70	0.105359962763	0.0215307312614	8863.71311864	156.0	151.408622667	355420	541.555765717	512.062413913	70
71	0.152572779914	0.0246643507138	7562.31682185	156.0	150.520297356	355420	542.02583004	511.690878272	71
72	0.106773723276	0.0221779296586	7922.15195938	156.0	142.805803684	355420	541.380084468	510.714592192	72
73	0.0833555118473	0.0213478613499	8078.29782972	156.0	138.768306277	355420	542.510356272	510.04729806	73
74	0.144381182088	0.0231304637706	7649.53080554	156.0	144.009213115	355420	542.17567805	509.931678641	74
75	0.0822921122546	0.0217648430559	8144.71834405	156.0	147.506732718	355420	542.399362759	506.299547306	75
76	0.123987632235	0.0229718050781	8192.7240345	156.0	153.96089868	355420	542.470106047	506.92501581	76
77	0.0889663089989	0.0214107740078	8113.62192551	156.0	154.169572601	355420	541.628040092	506.726230618	77
78	0.108751152685	0.0221507818932	7949.44579633	156.0	144.876838678	355420	541.430542126	506.111236892	78
79	0.0911381793916	0.0229487838687	8231.3358331	156.0	153.922883929	355420	541.370757166	505.150294674	79
80	0.065276538567	0.0218095091024	8355.08505002	156.0	152.67913007	355420	541.640524427	504.810117012	80
81	0.136028593221	0.0238738565873	8130.01546592	156.0	149.10945396	355420	541.074123954	505.943449064	81
82	0.134676415175	0.0224149373131	8061.41793323	156.0	151.727337305	355420	540.688295597	504.217813742	82
83	0.175052879118	0.0239206711937	7735.39584598	156.0	148.461663984	355420	540.332164351	504.072305511	83
84	0.113843191988	0.0233103181005	8351.79593048	156.0	154.309702681	355420	540.561622192	503.99018994	84
85	0.0815001182178	0.0225130626624	8467.65560591	156.0	156.460746598	355420	540.621649971	503.066194701	85
86	0.116368729727	0.0244257729901	7695.8506011	156.0	145.594744526	355420	540.208408746	502.129194365	86
87	0.0951391815612	0.0237723386729	7962.13642927	156.0	150.125359209	355420	539.35758447	502.029891334	87
88	0.147058805106	0.0232081444038	7971.84497588	156.0	141.889605153	355420	538.557288947	502.048545364	88
89	0.151665327756	0.0227981155533	8281.48006127	156.0	157.784452471	355420	537.470861545	501.824720194	89
90	0.20066862603	0.0250113128381	7815.18939575	156.0	162.213624842	355420	537.703710173	502.78616945	90
91	0.0903800345999	0.0220557675637	8856.54853608	156.0	143.634355083	355420	536.577215639	502.026999627	91
92	0.134783709584	0.0224766598429	8927.25467165	156.0	151.621348733	355420	536.08981194	499.007106078	92
93	0.144594064207	0.0232307406941	8462.24400652	156.0	149.266176506	355420	535.559336171	498.336246848	93
94	0.122472842725	0.0227019454686	8840.09599756	156.0	151.719901545	355420	534.610946948	499.263655306	94
95	0.182038142471	0.0238482370792	8824.91101801	156.0	161.316541408	355420	533.671906654	497.459993395	95
96	0.141921611344	0.0250340403933	8289.77210369	156.0	156.915082982	355420	533.081719667	496.310452814	96
97	0.179565604903	0.0238991474142	8521.67957121	156.0	156.824421304	355420	532.661493251	495.987476254	97
98	0.175358067273	0.0256264825956	8001.61619819	156.0	166.608511783	355420	531.210725517	495.488698478	98
99	0.205296031481	0.0243297324508	8650.59742812	156.0	157.707183276	355420	530.938175865	495.020278646	99
100	0.167028708817	0.024511094456	8747.99177007	156.0	157.437167596	355420	529.561519279	494.115592967	100
101	0.222127568317	0.0253965469287	8462.66701304	156.0	160.376295576	355420	530.11864909	494.917775855	101
102	0.180098522376	0.0243376952279	8640.08112483	156.0	149.288658744	355420	528.68716428	494.143466185	102
103	0.222924357341	0.0256524281086	8076.10739903	156.0	150.367013708	355420	528.337931068	493.887845503	103
104	0.155505228185	0.0274557572348	7048.99290663	156.0	150.034250704	355420	527.266353351	492.717909844	104
105	0.150971676528	0.025109622897	8038.34921854	156.0	150.257926964	355420	527.66441775	492.389381574	105
106	0.236452956992	0.0260089321351	7986.35412545	156.0	150.102841495	355420	527.617884588	493.042583508	106
107	0.163979833284	0.0277158504271	7626.86813564	156.0	171.459451977	355420	526.598431067	491.699625184	107
108	0.149851581801	0.0271425709998	7975.75041018	156.0	172.583351852	355420	525.883972904	491.703456773	108
109	0.171033035854	0.0260560416124	8348.46213595	156.0	156.873943087	355420	526.598678845	492.388390707	109
110	0.210590018915	0.0262755713828	8189.81058996	156.0	151.269994695	355420	526.87035589	492.268896527	110
111	0.177961929841	0.0254212337153	9171.99839814	156.0	159.528960543	355420	526.240974898	491.933681557	111
112	0.176332602224	0.0259764405715	8437.53077063	156.0	151.318701051	355420	526.604366255	492.041393292	112
113	0.160071757723	0.0270376289714	8163.13286393	156.0	158.841115127	355420	526.373955228	491.634352589	113
114	0.236696280713	0.0273972019666	8356.79365018	156.0	151.512815067	355420	526.06438757	492.016040949	114
54	0.267832309597	0.0227537921007	6783.46681368	157.0	141.706537888	355420	608.227690343	542.623444221	54
55	0.318089347337	0.0257034886359	6128.37444638	157.0	141.396489855	355420	608.404365915	540.481348726	55
56	0.125223148229	0.0244166253204	6475.6205901	157.0	142.184615674	355420	613.015311676	539.776826149	56
57	0.287195218117	0.0249418492052	6708.10750825	157.0	152.192483171	355420	617.088315702	539.798748971	57
58	0.305627220154	0.0277492895743	6819.4534365	157.0	169.07735793	355420	622.745392965	542.734710021	58
59	0.272490752715	0.0264976539523	7762.65326136	157.0	171.812701481	355420	629.437420173	548.220438483	59
60	0.141067209477	0.0238589921109	9652.83922632	157.0	200.780502974	355420	632.517981593	550.652981748	60
61	0.216842892725	0.0249715626516	8315.80318902	157.0	177.897169516	355420	635.18414573	550.795579599	61
62	0.108319154012	0.0252610804201	8328.03503161	157.0	177.379998024	355420	639.653734597	548.211091112	62
63	0.237262211376	0.0252387401705	8117.97077385	157.0	185.873783056	355420	644.56020809	545.673303994	63
64	0.38529299328	0.0321416355044	5875.47578871	157.0	173.328304423	355420	635.277068994	545.818445536	64
65	0.318897785347	0.0308160781389	6422.18008742	157.0	172.351847926	355420	639.742693049	545.990606363	65
66	0.169928016549	0.032582423582	6217.00222588	157.0	178.49561372	355420	647.123385348	544.550937454	66
67	0.202466127877	0.0269272647548	7714.43976058	157.0	178.513010774	355420	651.356599218	544.016956239	67
68	0.302718225719	0.0307791865058	5679.79280216	157.0	160.972910453	355420	655.154601964	544.02176863	68
69	0.175909690263	0.0287119100491	7007.28657915	157.0	186.921763009	355420	656.352650701	543.837799877	69
